School_name,school_section,cca_grouping_desc,cca_generic_name,cca_customized_name
ADMIRALTY SECONDARY SCHOOL,SECONDARY (S1-S5),RED CROSS YOUTH,UNIFORMED GROUPS,
ADMIRALTY SECONDARY SCHOOL,SECONDARY (S1-S5),ROBOTICS,CLUBS AND SOCIETIES,
ADMIRALTY SECONDARY SCHOOL,SECONDARY (S1-S5),RUGBY,PHYSICAL SPORTS,
ADMIRALTY SECONDARY SCHOOL,SECONDARY (S1-S5),STUDENT LEADERSHIP (COUNCIL),OTHERS,
ADMIRALTY SECONDARY SCHOOL,SECONDARY (S1-S5),STUDENT LEADERSHIP (HOUSE),OTHERS,CYL
ADMIRALTY SECONDARY SCHOOL,SECONDARY (S1-S5),TRACK AND FIELD,PHYSICAL SPORTS,
ADMIRALTY SECONDARY SCHOOL,SECONDARY (S1-S5),WUSHU,PHYSICAL SPORTS,
AHMAD IBRAHIM PRIMARY SCHOOL,PRIMARY,ART AND CRAFTS,CLUBS AND SOCIETIES,
AHMAD IBRAHIM PRIMARY SCHOOL,PRIMARY,BADMINTON,PHYSICAL SPORTS,
AHMAD IBRAHIM PRIMARY SCHOOL,PRIMARY,BASKETBALL,PHYSICAL SPORTS,
AHMAD IBRAHIM PRIMARY SCHOOL,PRIMARY,CHINESE DANCE,VISUAL AND PERFORMING ARTS,
AHMAD IBRAHIM PRIMARY SCHOOL,PRIMARY,CHOIR,VISUAL AND PERFORMING ARTS,
AHMAD IBRAHIM PRIMARY SCHOOL,PRIMARY,FOOTBALL,PHYSICAL SPORTS,N2 CLUSTER FOOTBALL
AHMAD IBRAHIM PRIMARY SCHOOL,PRIMARY,INDIAN DANCE,VISUAL AND PERFORMING ARTS,
AHMAD IBRAHIM PRIMARY SCHOOL,PRIMARY,MALAY DANCE,VISUAL AND PERFORMING ARTS,
AHMAD IBRAHIM PRIMARY SCHOOL,PRIMARY,PHOTOGRAPHY,CLUBS AND SOCIETIES,
AHMAD IBRAHIM PRIMARY SCHOOL,PRIMARY,ROBOTICS,CLUBS AND SOCIETIES,
AHMAD IBRAHIM PRIMARY SCHOOL,PRIMARY,ROPE SKIPPING,PHYSICAL SPORTS,
AHMAD IBRAHIM PRIMARY SCHOOL,PRIMARY,SCOUTS,UNIFORMED GROUPS,
AHMAD IBRAHIM PRIMARY SCHOOL,PRIMARY,STUDENT LEADERSHIP (PEER SUPPORT),OTHERS,
AHMAD IBRAHIM PRIMARY SCHOOL,PRIMARY,STUDENT LEADERSHIP (PREFECT),OTHERS,
AHMAD IBRAHIM SECONDARY SCHOOL,SECONDARY (S1-S5),BASKETBALL,PHYSICAL SPORTS,
AHMAD IBRAHIM SECONDARY SCHOOL,SECONDARY (S1-S5),CHINESE ORCHESTRA,VISUAL AND PERFORMING ARTS,
AHMAD IBRAHIM SECONDARY SCHOOL,SECONDARY (S1-S5),CHOIR,VISUAL AND PERFORMING ARTS,
AHMAD IBRAHIM SECONDARY SCHOOL,SECONDARY (S1-S5),CONCERT BAND,VISUAL AND PERFORMING ARTS,
AHMAD IBRAHIM SECONDARY SCHOOL,SECONDARY (S1-S5),ENGLISH DRAMA,VISUAL AND PERFORMING ARTS,
AHMAD IBRAHIM SECONDARY SCHOOL,SECONDARY (S1-S5),ENVIRONMENTAL SCIENCE,CLUBS AND SOCIETIES,GREEN SERVICE CLUB
AHMAD IBRAHIM SECONDARY SCHOOL,SECONDARY (S1-S5),FOOTBALL,PHYSICAL SPORTS,
AHMAD IBRAHIM SECONDARY SCHOOL,SECONDARY (S1-S5),GIRL GUIDES,UNIFORMED GROUPS,
AHMAD IBRAHIM SECONDARY SCHOOL,SECONDARY (S1-S5),MODERN DANCE,VISUAL AND PERFORMING ARTS,DANCE ENSEMBLE
AHMAD IBRAHIM SECONDARY SCHOOL,SECONDARY (S1-S5),NATIONAL CADET CORPS (LAND),UNIFORMED GROUPS,
AHMAD IBRAHIM SECONDARY SCHOOL,SECONDARY (S1-S5),NATIONAL POLICE CADET CORPS,UNIFORMED GROUPS,
AHMAD IBRAHIM SECONDARY SCHOOL,SECONDARY (S1-S5),ROBOTICS,CLUBS AND SOCIETIES,(AI) ROBOTICS CLUB
AHMAD IBRAHIM SECONDARY SCHOOL,SECONDARY (S1-S5),SCOUTS,UNIFORMED GROUPS,
AHMAD IBRAHIM SECONDARY SCHOOL,SECONDARY (S1-S5),SHOOTING,PHYSICAL SPORTS,
AHMAD IBRAHIM SECONDARY SCHOOL,SECONDARY (S1-S5),SP-CCA (CANOEING),PHYSICAL SPORTS,
AHMAD IBRAHIM SECONDARY SCHOOL,SECONDARY (S1-S5),ST JOHN BRIGADE,UNIFORMED GROUPS,
AHMAD IBRAHIM SECONDARY SCHOOL,SECONDARY (S1-S5),STUDENT LEADERSHIP (COUNCIL),OTHERS,
AHMAD IBRAHIM SECONDARY SCHOOL,SECONDARY (S1-S5),STUDENT LEADERSHIP (HOUSE),OTHERS,OUTDOOR LEADER
AHMAD IBRAHIM SECONDARY SCHOOL,SECONDARY (S1-S5),STUDENT LEADERSHIP (PEER SUPPORT),OTHERS,
AHMAD IBRAHIM SECONDARY SCHOOL,SECONDARY (S1-S5),TRACK AND FIELD,PHYSICAL SPORTS,
AI TONG SCHOOL,PRIMARY,ART AND CRAFTS,CLUBS AND SOCIETIES,
AI TONG SCHOOL,PRIMARY,BADMINTON,PHYSICAL SPORTS,
AI TONG SCHOOL,PRIMARY,CHINESE DANCE,VISUAL AND PERFORMING ARTS,DANCE
AI TONG SCHOOL,PRIMARY,CHOIR,VISUAL AND PERFORMING ARTS,
AI TONG SCHOOL,PRIMARY,ENGLISH DRAMA,VISUAL AND PERFORMING ARTS,BILINGUAL DRAMA
AI TONG SCHOOL,PRIMARY,ENVIRONMENTAL SCIENCE,CLUBS AND SOCIETIES,INNOVATOR
AI TONG SCHOOL,PRIMARY,GIRL GUIDES (BROWNIES),UNIFORMED GROUPS,BROWNIE
AI TONG SCHOOL,PRIMARY,GUZHENG ENSEMBLE,VISUAL AND PERFORMING ARTS,
AI TONG SCHOOL,PRIMARY,INFOCOMM TECHNOLOGY (COMPUTING),CLUBS AND SOCIETIES,
AI TONG SCHOOL,PRIMARY,MODULAR CCA (SPORTS),PHYSICAL SPORTS,MODULAR SPORTS
AI TONG SCHOOL,PRIMARY,PERCUSSION ENSEMBLE,VISUAL AND PERFORMING ARTS,FESTIVAL DRUMS
AI TONG SCHOOL,PRIMARY,ROBOTICS,CLUBS AND SOCIETIES,
AI TONG SCHOOL,PRIMARY,SCOUTS,UNIFORMED GROUPS,CUB SCOUT
AI TONG SCHOOL,PRIMARY,TABLE TENNIS,PHYSICAL SPORTS,
AI TONG SCHOOL,PRIMARY,TRACK AND FIELD,PHYSICAL SPORTS,
AI TONG SCHOOL,PRIMARY,VOLLEYBALL,PHYSICAL SPORTS,
AI TONG SCHOOL,PRIMARY,WUSHU,PHYSICAL SPORTS,
ALEXANDRA PRIMARY SCHOOL,PRIMARY,ART AND CRAFTS,CLUBS AND SOCIETIES,
ALEXANDRA PRIMARY SCHOOL,PRIMARY,BADMINTON,PHYSICAL SPORTS,
ALEXANDRA PRIMARY SCHOOL,PRIMARY,BASKETBALL,PHYSICAL SPORTS,
ALEXANDRA PRIMARY SCHOOL,PRIMARY,CHEERLEADING,CLUBS AND SOCIETIES,
ALEXANDRA PRIMARY SCHOOL,PRIMARY,CHINESE CULTURE AND LANGUAGE,CLUBS AND SOCIETIES,
ALEXANDRA PRIMARY SCHOOL,PRIMARY,CHOIR,VISUAL AND PERFORMING ARTS,
ALEXANDRA PRIMARY SCHOOL,PRIMARY,ENGLISH DRAMA,VISUAL AND PERFORMING ARTS,
ALEXANDRA PRIMARY SCHOOL,PRIMARY,ENVIRONMENTAL SCIENCE,CLUBS AND SOCIETIES,
ALEXANDRA PRIMARY SCHOOL,PRIMARY,GUITAR ENSEMBLE,VISUAL AND PERFORMING ARTS,
ALEXANDRA PRIMARY SCHOOL,PRIMARY,INFOCOMM TECHNOLOGY (COMPUTING),CLUBS AND SOCIETIES,
ALEXANDRA PRIMARY SCHOOL,PRIMARY,INTERNATIONAL CHESS,CLUBS AND SOCIETIES,
ALEXANDRA PRIMARY SCHOOL,PRIMARY,MODERN DANCE,VISUAL AND PERFORMING ARTS,
ALEXANDRA PRIMARY SCHOOL,PRIMARY,PERCUSSION ENSEMBLE,VISUAL AND PERFORMING ARTS,
ALEXANDRA PRIMARY SCHOOL,PRIMARY,RUGBY,PHYSICAL SPORTS,
ALEXANDRA PRIMARY SCHOOL,PRIMARY,SCOUTS,UNIFORMED GROUPS,
ALEXANDRA PRIMARY SCHOOL,PRIMARY,SOFTBALL,PHYSICAL SPORTS,
ALEXANDRA PRIMARY SCHOOL,PRIMARY,SWIMMING,PHYSICAL SPORTS,
ALEXANDRA PRIMARY SCHOOL,PRIMARY,TABLE TENNIS,PHYSICAL SPORTS,
ALEXANDRA PRIMARY SCHOOL,PRIMARY,TRACK AND FIELD,PHYSICAL SPORTS,
ANCHOR GREEN PRIMARY SCHOOL,PRIMARY,BASKETBALL,PHYSICAL SPORTS,
ANCHOR GREEN PRIMARY SCHOOL,PRIMARY,CHINESE DRUMS,VISUAL AND PERFORMING ARTS,FESTIVE DRUMS
ANCHOR GREEN PRIMARY SCHOOL,PRIMARY,CHOIR,VISUAL AND PERFORMING ARTS,
ANCHOR GREEN PRIMARY SCHOOL,PRIMARY,ENGLISH DRAMA,VISUAL AND PERFORMING ARTS,DRAMA CLUB
ANCHOR GREEN PRIMARY SCHOOL,PRIMARY,ENVIRONMENTAL SCIENCE,CLUBS AND SOCIETIES,STEM INNOVATORS
ANCHOR GREEN PRIMARY SCHOOL,PRIMARY,FLOORBALL,PHYSICAL SPORTS,
ANCHOR GREEN PRIMARY SCHOOL,PRIMARY,GUZHENG ENSEMBLE,VISUAL AND PERFORMING ARTS,
ANCHOR GREEN PRIMARY SCHOOL,PRIMARY,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),CLUBS AND SOCIETIES,NEW MEDIA ARTS
ANCHOR GREEN PRIMARY SCHOOL,PRIMARY,INTERNATIONAL CHESS,CLUBS AND SOCIETIES,CHESS CLUB
ANCHOR GREEN PRIMARY SCHOOL,PRIMARY,MODERN DANCE,VISUAL AND PERFORMING ARTS,
ANCHOR GREEN PRIMARY SCHOOL,PRIMARY,NETBALL,PHYSICAL SPORTS,
ANCHOR GREEN PRIMARY SCHOOL,PRIMARY,ROBOTICS,CLUBS AND SOCIETIES,STEM INNOVATORS
ANCHOR GREEN PRIMARY SCHOOL,PRIMARY,SCOUTS,UNIFORMED GROUPS,
ANCHOR GREEN PRIMARY SCHOOL,PRIMARY,WUSHU,PHYSICAL SPORTS,
ANDERSON PRIMARY SCHOOL,PRIMARY,ANGKLUNG/KULINTANG ENSEMBLE,VISUAL AND PERFORMING ARTS,
ANDERSON PRIMARY SCHOOL,PRIMARY,ART AND CRAFTS,CLUBS AND SOCIETIES,ART CLUB 
ANDERSON PRIMARY SCHOOL,PRIMARY,BADMINTON,PHYSICAL SPORTS,
ANDERSON PRIMARY SCHOOL,PRIMARY,BASKETBALL,PHYSICAL SPORTS,
ANDERSON PRIMARY SCHOOL,PRIMARY,BOYS' BRIGADE,UNIFORMED GROUPS,
ANDERSON PRIMARY SCHOOL,PRIMARY,BRASS BAND,VISUAL AND PERFORMING ARTS,
ANDERSON PRIMARY SCHOOL,PRIMARY,CHINESE DANCE,VISUAL AND PERFORMING ARTS,DANCE ENSEMBLE
ANDERSON PRIMARY SCHOOL,PRIMARY,CULTURAL DANCE,VISUAL AND PERFORMING ARTS,
ANDERSON PRIMARY SCHOOL,PRIMARY,ENGLISH DRAMA,VISUAL AND PERFORMING ARTS,
ANDERSON PRIMARY SCHOOL,PRIMARY,ENVIRONMENTAL SCIENCE,CLUBS AND SOCIETIES,GAIA CLUB
ANDERSON PRIMARY SCHOOL,PRIMARY,FOOTBALL,PHYSICAL SPORTS,
ANDERSON PRIMARY SCHOOL,PRIMARY,GIRLS' BRIGADE,UNIFORMED GROUPS,
ANDERSON PRIMARY SCHOOL,PRIMARY,GUITAR ENSEMBLE,VISUAL AND PERFORMING ARTS,
ANDERSON PRIMARY SCHOOL,PRIMARY,GUZHENG ENSEMBLE,VISUAL AND PERFORMING ARTS,
ANDERSON PRIMARY SCHOOL,PRIMARY,INDIAN DANCE,VISUAL AND PERFORMING ARTS,
ANDERSON PRIMARY SCHOOL,PRIMARY,LION AND DRAGON DANCE,CLUBS AND SOCIETIES,
ANDERSON PRIMARY SCHOOL,PRIMARY,MALAY DANCE,VISUAL AND PERFORMING ARTS,
ANDERSON PRIMARY SCHOOL,PRIMARY,MODERN DANCE,VISUAL AND PERFORMING ARTS,
ANDERSON PRIMARY SCHOOL,PRIMARY,ROBOTICS,CLUBS AND SOCIETIES,EUREKA CLUB 
ANDERSON PRIMARY SCHOOL,PRIMARY,TAP DANCE,VISUAL AND PERFORMING ARTS,
ANDERSON PRIMARY SCHOOL,PRIMARY,VOLLEYBALL,PHYSICAL SPORTS,
ANDERSON SECONDARY SCHOOL,SECONDARY (S1-S5),ART AND CRAFTS,CLUBS AND SOCIETIES,ART CLUB
ANDERSON SECONDARY SCHOOL,SECONDARY (S1-S5),BASKETBALL,PHYSICAL SPORTS,
ANDERSON SECONDARY SCHOOL,SECONDARY (S1-S5),BIOLOGICAL SCIENCE,CLUBS AND SOCIETIES,ANDERSON SCIENCE ACADEMY
ANDERSON SECONDARY SCHOOL,SECONDARY (S1-S5),CHINESE DANCE,VISUAL AND PERFORMING ARTS,
ANDERSON SECONDARY SCHOOL,SECONDARY (S1-S5),CHOIR,VISUAL AND PERFORMING ARTS,
ANDERSON SECONDARY SCHOOL,SECONDARY (S1-S5),CONCERT BAND,VISUAL AND PERFORMING ARTS,BAND
ANDERSON SECONDARY SCHOOL,SECONDARY (S1-S5),ENGLISH DRAMA,VISUAL AND PERFORMING ARTS,ANDERSON THEATRE CIRCLE
ANDERSON SECONDARY SCHOOL,SECONDARY (S1-S5),ENVIRONMENTAL SCIENCE,CLUBS AND SOCIETIES,ENVIRONMENTAL CLUB
ANDERSON SECONDARY SCHOOL,SECONDARY (S1-S5),FENCING,PHYSICAL SPORTS,
ANDERSON SECONDARY SCHOOL,SECONDARY (S1-S5),FOOTBALL,PHYSICAL SPORTS,
ANDERSON SECONDARY SCHOOL,SECONDARY (S1-S5),GIRL GUIDES,UNIFORMED GROUPS,
ANDERSON SECONDARY SCHOOL,SECONDARY (S1-S5),INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),CLUBS AND SOCIETIES,INFOCOMM CLUB
ANDERSON SECONDARY SCHOOL,SECONDARY (S1-S5),MALAY DANCE,VISUAL AND PERFORMING ARTS,
ANDERSON SECONDARY SCHOOL,SECONDARY (S1-S5),NATIONAL CADET CORPS (LAND),UNIFORMED GROUPS,
ANDERSON SECONDARY SCHOOL,SECONDARY (S1-S5),NATIONAL POLICE CADET CORPS,UNIFORMED GROUPS,
ANDERSON SECONDARY SCHOOL,SECONDARY (S1-S5),NETBALL,PHYSICAL SPORTS,
ANDERSON SECONDARY SCHOOL,SECONDARY (S1-S5),ROBOTICS,CLUBS AND SOCIETIES,
ANDERSON SECONDARY SCHOOL,SECONDARY (S1-S5),SINGAPORE YOUTH FLYING CLUB,CLUBS AND SOCIETIES,
ANDERSON SECONDARY SCHOOL,SECONDARY (S1-S5),STRATEGY GAMES,CLUBS AND SOCIETIES,HEALTH LEADERS
ANDERSON SECONDARY SCHOOL,SECONDARY (S1-S5),STUDENT LEADERSHIP (COUNCIL),OTHERS,
ANDERSON SECONDARY SCHOOL,SECONDARY (S1-S5),STUDENT LEADERSHIP (PEER SUPPORT),OTHERS,
ANDERSON SECONDARY SCHOOL,SECONDARY (S1-S5),TABLE TENNIS,PHYSICAL SPORTS,
ANDERSON SECONDARY SCHOOL,SECONDARY (S1-S5),TAEKWONDO,PHYSICAL SPORTS,
ANDERSON SECONDARY SCHOOL,SECONDARY (S1-S5),TRACK AND FIELD,PHYSICAL SPORTS,
ANDERSON SECONDARY SCHOOL,SECONDARY (S1-S5),VOLLEYBALL,PHYSICAL SPORTS,
ANDERSON SECONDARY SCHOOL,SECONDARY (S1-S5),WATER POLO,PHYSICAL SPORTS,
ANDERSON SECONDARY SCHOOL,SECONDARY (S1-S5),WUSHU,PHYSICAL SPORTS,
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,ART AND CRAFTS,CLUBS AND SOCIETIES,VISUAL ARTS CLUB
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,AUDIO VISUAL AID,CLUBS AND SOCIETIES,AVA CLUB
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,BADMINTON,PHYSICAL SPORTS,BADMINTON
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,BASKETBALL,PHYSICAL SPORTS,BASKETBALL
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,"CHINESE LANGUAGE, DRAMA AND DEBATING",CLUBS AND SOCIETIES,CLDDS
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,CHINESE ORCHESTRA,VISUAL AND PERFORMING ARTS,
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,CHOIR,VISUAL AND PERFORMING ARTS,
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,COMMUNITY SERVICE,CLUBS AND SOCIETIES,COMMUNITY CHAMPIONS COUNCIL
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,COMMUNITY SERVICE (FIRST AID),CLUBS AND SOCIETIES,RED CROSS YOUTH
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,CONCERT BAND,VISUAL AND PERFORMING ARTS,SYMPHONIC BAND
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,DEBATING AND PUBLIC SPEAKING,CLUBS AND SOCIETIES,DEBATE AND CREATIVE COMMUNICATIONS
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,ENGLISH DRAMA,VISUAL AND PERFORMING ARTS,STAGEWORKS
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,ENVIRONMENTAL SCIENCE,CLUBS AND SOCIETIES,STEM
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,FOOTBALL,PHYSICAL SPORTS,
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,FRISBEE,PHYSICAL SPORTS,
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,GUITAR ENSEMBLE,VISUAL AND PERFORMING ARTS,
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,HOCKEY,PHYSICAL SPORTS,
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,"INDIAN LANGUAGE, DRAMA AND DEBATING",CLUBS AND SOCIETIES,TLDDS
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,MODERN DANCE,VISUAL AND PERFORMING ARTS,DANCE SOCIETY
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,NETBALL,PHYSICAL SPORTS,
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,OUTDOOR ADVENTURE,PHYSICAL SPORTS,ODAC
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,PHOTOGRAPHY,CLUBS AND SOCIETIES,PHOTOGRAPHIC SOCIETY
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,SHOOTING,PHYSICAL SPORTS,
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,STRATEGY GAMES,CLUBS AND SOCIETIES,STRATEGIST SOCIETY
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,STUDENT LEADERSHIP (COUNCIL),OTHERS,STUDENTS' COUNCIL
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,TABLE TENNIS,PHYSICAL SPORTS,
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,TAEKWONDO,PHYSICAL SPORTS,
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,TENNIS,PHYSICAL SPORTS,
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,TOUCH RUGBY,PHYSICAL SPORTS,
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,VOLLEYBALL,PHYSICAL SPORTS,
ANG MO KIO PRIMARY SCHOOL,PRIMARY,ART AND CRAFTS,CLUBS AND SOCIETIES,
ANG MO KIO PRIMARY SCHOOL,PRIMARY,BADMINTON,PHYSICAL SPORTS,
ANG MO KIO PRIMARY SCHOOL,PRIMARY,BASKETBALL,PHYSICAL SPORTS,
ANG MO KIO PRIMARY SCHOOL,PRIMARY,BRASS BAND,VISUAL AND PERFORMING ARTS,
ANG MO KIO PRIMARY SCHOOL,PRIMARY,CHOIR,VISUAL AND PERFORMING ARTS,
ANG MO KIO PRIMARY SCHOOL,PRIMARY,ENGLISH DRAMA,VISUAL AND PERFORMING ARTS,
ANG MO KIO PRIMARY SCHOOL,PRIMARY,FOOTBALL,PHYSICAL SPORTS,
ANG MO KIO PRIMARY SCHOOL,PRIMARY,INFOCOMM TECHNOLOGY (COMPUTING),CLUBS AND SOCIETIES,
ANG MO KIO PRIMARY SCHOOL,PRIMARY,MODERN DANCE,VISUAL AND PERFORMING ARTS,
ANG MO KIO PRIMARY SCHOOL,PRIMARY,PROJECT CABIN,CLUBS AND SOCIETIES,
ANG MO KIO PRIMARY SCHOOL,PRIMARY,RED CROSS YOUTH,UNIFORMED GROUPS,
ANG MO KIO PRIMARY SCHOOL,PRIMARY,SCOUTS,UNIFORMED GROUPS,
ANG MO KIO PRIMARY SCHOOL,PRIMARY,STUDENT LEADERSHIP (PREFECT),OTHERS,
ANG MO KIO PRIMARY SCHOOL,PRIMARY,TABLE TENNIS,PHYSICAL SPORTS,
ANG MO KIO PRIMARY SCHOOL,PRIMARY,TRACK AND FIELD,PHYSICAL SPORTS,
ANG MO KIO SECONDARY SCHOOL,SECONDARY (S1-S5),ART AND CRAFTS,CLUBS AND SOCIETIES,
ANG MO KIO SECONDARY SCHOOL,SECONDARY (S1-S5),AUDIO VISUAL AID,CLUBS AND SOCIETIES,
ANG MO KIO SECONDARY SCHOOL,SECONDARY (S1-S5),BADMINTON,PHYSICAL SPORTS,
ANG MO KIO SECONDARY SCHOOL,SECONDARY (S1-S5),BASKETBALL,PHYSICAL SPORTS,
ANG MO KIO SECONDARY SCHOOL,SECONDARY (S1-S5),BOYS' BRIGADE,UNIFORMED GROUPS,
ANG MO KIO SECONDARY SCHOOL,SECONDARY (S1-S5),CHOIR,VISUAL AND PERFORMING ARTS,
ANG MO KIO SECONDARY SCHOOL,SECONDARY (S1-S5),CONCERT BAND,VISUAL AND PERFORMING ARTS,
ANG MO KIO SECONDARY SCHOOL,SECONDARY (S1-S5),ENGLISH DRAMA,VISUAL AND PERFORMING ARTS,
ANG MO KIO SECONDARY SCHOOL,SECONDARY (S1-S5),ENVIRONMENTAL SCIENCE,CLUBS AND SOCIETIES,
ANG MO KIO SECONDARY SCHOOL,SECONDARY (S1-S5),FOOTBALL,PHYSICAL SPORTS,
ANG MO KIO SECONDARY SCHOOL,SECONDARY (S1-S5),GIRL GUIDES,UNIFORMED GROUPS,
ANG MO KIO SECONDARY SCHOOL,SECONDARY (S1-S5),MALAY DANCE,VISUAL AND PERFORMING ARTS,
ANG MO KIO SECONDARY SCHOOL,SECONDARY (S1-S5),MODERN DANCE,VISUAL AND PERFORMING ARTS,
ANG MO KIO SECONDARY SCHOOL,SECONDARY (S1-S5),NATIONAL CADET CORPS (AIR),UNIFORMED GROUPS,
ANG MO KIO SECONDARY SCHOOL,SECONDARY (S1-S5),NATIONAL POLICE CADET CORPS,UNIFORMED GROUPS,
ANG MO KIO SECONDARY SCHOOL,SECONDARY (S1-S5),NETBALL,PHYSICAL SPORTS,
ANG MO KIO SECONDARY SCHOOL,SECONDARY (S1-S5),RED CROSS YOUTH,UNIFORMED GROUPS,
ANG MO KIO SECONDARY SCHOOL,SECONDARY (S1-S5),SINGAPORE NATIONAL YOUTH ORCHESTRA,VISUAL AND PERFORMING ARTS,
ANG MO KIO SECONDARY SCHOOL,SECONDARY (S1-S5),SP-CCA (CANOEING),PHYSICAL SPORTS,
ANG MO KIO SECONDARY SCHOOL,SECONDARY (S1-S5),SP-CCA (HOCKEY),PHYSICAL SPORTS,
ANG MO KIO SECONDARY SCHOOL,SECONDARY (S1-S5),SP-CCA (WATER POLO),PHYSICAL SPORTS,
ANG MO KIO SECONDARY SCHOOL,SECONDARY (S1-S5),SWIMMING,PHYSICAL SPORTS,
ANG MO KIO SECONDARY SCHOOL,SECONDARY (S1-S5),TABLE TENNIS,PHYSICAL SPORTS,
ANG MO KIO SECONDARY SCHOOL,SECONDARY (S1-S5),TAEKWONDO,PHYSICAL SPORTS,
ANG MO KIO SECONDARY SCHOOL,SECONDARY (S1-S5),VOLLEYBALL,PHYSICAL SPORTS,
ANG MO KIO SECONDARY SCHOOL,SECONDARY (S1-S5),WUSHU,PHYSICAL SPORTS,
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),ARTISTIC GYMNASTICS,PHYSICAL SPORTS,
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),AUDIO VISUAL AID,CLUBS AND SOCIETIES,
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),BADMINTON,PHYSICAL SPORTS,
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),BASKETBALL,PHYSICAL SPORTS,
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),BOYS' BRIGADE,UNIFORMED GROUPS,
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),CANOEING,PHYSICAL SPORTS,
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),CHINESE DRAMA,VISUAL AND PERFORMING ARTS,
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),CHINESE ORCHESTRA,VISUAL AND PERFORMING ARTS,
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),CHOIR,VISUAL AND PERFORMING ARTS,
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),CONCERT BAND,VISUAL AND PERFORMING ARTS,
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),DEBATING AND PUBLIC SPEAKING,CLUBS AND SOCIETIES,
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),ENGLISH DRAMA,VISUAL AND PERFORMING ARTS,
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),ENTREPRENEURSHIP,CLUBS AND SOCIETIES,
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),GIRL GUIDES,UNIFORMED GROUPS,
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),GIRLS' BRIGADE,UNIFORMED GROUPS,
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),GOLF,PHYSICAL SPORTS,
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),GUITAR ENSEMBLE,VISUAL AND PERFORMING ARTS,
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),CLUBS AND SOCIETIES,
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),INTERNATIONAL CHESS,CLUBS AND SOCIETIES,
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),MODERN DANCE,VISUAL AND PERFORMING ARTS,
